"mobile_bank","income","saving_account","treated","mobile_bank_new","CD_existing","CD_new"
1,154288,3312.37774232501,"Offer",1,0,0
1,146746,58334.5488817503,"No Offer",1,1,1
0,80608,33776.1164741712,"No Offer",0,0,0
0,183551,3306.29739550251,"Offer",0,0,0
0,63644,25199.81916774,"No Offer",0,0,0
1,132937,61165.8657573336,"Offer",1,1,1
0,106441,46326.5766886399,"Offer",0,0,0
0,4311,3131.27061145451,"Offer",1,0,0
1,169279,63860.9445243635,"No Offer",1,0,1
1,171159,60240.6436914913,"Offer",1,1,1
1,156823,57832.7316759325,"No Offer",1,1,0
1,169658,49871.4125035722,"No Offer",1,1,1
1,130724,2980.1220846004,"No Offer",1,0,0
0,104598,41130.421645472,"No Offer",0,0,0
1,149730,89948.5665164842,"Offer",1,1,1
1,128553,43389.6138724855,"No Offer",1,0,0
1,132707,53803.4880664376,"No Offer",1,1,1
1,136712,58181.9648524724,"Offer",1,0,1
0,213239,83088.2894274283,"No Offer",0,0,0
1,210675,3123.21120209536,"No Offer",1,0,0
1,161869,66484.0951645995,"No Offer",1,1,0
1,0,3624.69852192686,"No Offer",1,0,0
1,229150,3337.80166169313,"No Offer",1,0,0
1,189903,90830.6348158032,"Offer",1,1,1
1,217138,118149.872874183,"No Offer",1,1,1
1,0,2385.26211873693,"Offer",1,0,0
0,193444,3577.64155171777,"Offer",0,0,0
1,147098,867.477120514478,"Offer",1,0,0
1,0,1017.83465282928,"No Offer",1,0,0
1,0,3006.69797066809,"No Offer",1,0,0
0,0,3730.61070944974,"No Offer",0,0,0
1,136255,3119.26518296811,"Offer",1,0,0
1,128428,38169.5936595493,"No Offer",1,0,0
1,147359,31861.494104821,"No Offer",1,0,0
1,192495,87972.9126107202,"No Offer",1,1,1
1,164015,74553.1045468646,"Offer",1,0,1
1,172914,65189.026299706,"Offer",1,1,1
0,0,2533.3666827536,"Offer",0,0,0
1,133173,27441.6172116373,"No Offer",1,0,0
1,195621,3208.26683385533,"No Offer",1,0,0
0,132207,53922.6265219802,"Offer",0,0,0
1,193390,55043.3795641011,"Offer",1,1,1
1,177724,1270.63263805914,"Offer",1,0,0
0,138588,56517.3076125712,"No Offer",1,0,0
1,0,2700.40188159855,"Offer",1,0,0
0,122684,3676.04001050897,"No Offer",0,0,0
1,158052,53129.1514196085,"Offer",1,1,1
0,108395,2970.59393350625,"No Offer",0,0,0
1,153106,71214.7861814558,"Offer",1,1,1
0,164986,53135.6002767572,"No Offer",1,0,0
0,176321,81805.9870341905,"No Offer",0,0,0
1,413,3036.70722813705,"No Offer",1,0,0
1,128287,2439.72811460164,"No Offer",1,0,0
1,167158,2253.38926529099,"Offer",1,0,0
0,122029,3942.91865610362,"No Offer",0,0,0
1,172699,121821.255522308,"No Offer",1,1,1
1,145766,2682.39700814234,"Offer",1,0,0
1,148602,39663.1507240702,"Offer",1,0,0
0,114414,59163.085608727,"Offer",1,0,0
1,152979,49750.6605624126,"No Offer",1,1,0
1,0,3531.01874713465,"No Offer",1,0,0
1,173663,71186.4997951101,"Offer",1,0,1
1,191515,41078.6546412069,"No Offer",1,0,0
0,101475,39848.6688010084,"No Offer",0,0,0
1,0,4108.61186818531,"No Offer",1,0,0
0,0,3458.4043301656,"No Offer",0,0,0
1,205199,55317.683227868,"No Offer",1,0,1
0,136454,58974.4878773903,"Offer",0,0,0
1,237366,4096.31188748683,"No Offer",1,0,0
1,0,3070.34224033744,"Offer",1,0,0
1,147682,62765.0549241598,"No Offer",1,1,1
1,179526,92475.7532576845,"Offer",1,1,1
1,0,2809.37390616355,"Offer",1,0,0
0,143475,68060.476053414,"Offer",0,0,1
1,188404,1536.43206425225,"No Offer",1,0,0
1,219678,98153.227923299,"No Offer",1,1,1
1,177866,68246.4863144413,"No Offer",1,1,1
1,199317,85173.468348755,"No Offer",1,0,1
1,177071,71846.5915638105,"No Offer",1,1,1
1,130539,55479.199932074,"No Offer",1,0,0
1,193304,88234.6916186924,"No Offer",1,1,1
1,143963,68775.940774628,"No Offer",1,1,1
1,132455,3479.78361063029,"Offer",1,0,0
1,0,2749.75172723821,"Offer",1,0,0
1,146430,62937.7483802973,"No Offer",1,0,1
1,125533,35940.3449326207,"No Offer",1,0,0
0,126585,2550.24172012996,"No Offer",0,0,0
1,74577,32937.9679793459,"No Offer",1,0,0
1,157611,62349.4329151162,"Offer",1,0,1
1,113923,2213.17118382746,"Offer",1,0,0
1,152167,2518.90608701926,"Offer",1,0,0
1,172568,75005.3506017611,"Offer",1,1,1
1,143259,60319.092192878,"Offer",1,1,1
1,2769,3751.71383098542,"Offer",1,0,0
0,165704,2881.34042424609,"Offer",0,0,0
1,131019,66171.7343846656,"Offer",1,0,0
1,0,-303.840817205222,"No Offer",1,0,0
1,0,3233.89083692349,"Offer",1,0,0
0,0,3510.15193322412,"Offer",0,0,0
1,0,726.310520892018,"No Offer",1,0,0
1,137271,59488.5503710282,"No Offer",1,1,0
1,131100,58719.68917995,"No Offer",1,1,1
0,220568,58138.6433269377,"No Offer",0,1,0
0,139368,51769.1929146237,"No Offer",0,0,1
1,145825,53979.2251653828,"Offer",1,1,1
1,181896,86070.293825412,"Offer",1,1,0
1,151092,82545.1970670759,"No Offer",1,1,0
1,161917,71681.4124065442,"Offer",1,1,1
1,168155,77938.4903192434,"No Offer",1,0,1
1,109725,41365.1477844828,"No Offer",1,0,0
1,188051,46950.4534191285,"No Offer",1,0,0
1,126624,38040.6776424701,"No Offer",1,0,0
0,0,3818.64815951311,"No Offer",0,0,0
0,121168,66971.33143676,"No Offer",0,1,0
1,132898,3339.04799861304,"No Offer",1,0,0
1,161395,77965.9071367106,"No Offer",1,0,1
1,0,2832.24476033224,"Offer",1,0,0
1,247413,107600.069086622,"No Offer",1,1,1
0,163258,87983.567149268,"Offer",0,0,1
1,128964,3090.91132077391,"Offer",1,0,0
1,271750,2718.43411305289,"No Offer",1,0,0
1,64559,36600.6554632049,"Offer",1,0,0
0,0,3039.01812218142,"No Offer",0,0,0
0,149021,4319.81341699889,"No Offer",0,0,0
1,263026,63205.8717073158,"No Offer",1,1,1
0,140632,2527.02420434018,"No Offer",0,0,0
0,131747,58995.5509344599,"No Offer",1,0,0
1,208067,83097.8602676666,"No Offer",1,1,0
1,137494,53285.464291778,"Offer",1,0,0
0,180245,90052.8258710941,"No Offer",0,1,0
1,183215,33086.1163852616,"No Offer",1,0,0
1,133945,85551.6476160264,"No Offer",1,0,1
1,0,2589.78376258087,"No Offer",1,0,0
1,147410,61606.1477949923,"No Offer",1,0,1
1,150597,62973.2225968439,"No Offer",1,1,1
1,0,3477.2471462712,"No Offer",1,0,0
1,0,2622.14058917175,"No Offer",1,0,0
1,156266,2647.71563911304,"No Offer",1,0,0
1,186274,96537.4953553358,"Offer",1,1,1
1,171969,83490.9817407984,"No Offer",1,1,1
1,109531,49963.1396776697,"No Offer",1,1,0
1,101808,48631.7307185699,"Offer",1,1,0
1,5834,5589.55949568552,"Offer",1,0,0
0,138425,70725.7885047321,"Offer",1,0,0
1,121545,30372.4775635323,"No Offer",1,0,0
1,214439,3484.46584132433,"No Offer",1,0,0
1,176884,85617.589793962,"Offer",1,1,1
1,128406,60315.9109084111,"Offer",1,1,1
1,146732,55537.8458796011,"Offer",1,1,1
1,125037,52673.8405061482,"Offer",1,0,1
1,124005,2415.53130401944,"Offer",1,0,0
1,148075,60377.4428126667,"Offer",1,1,0
0,127211,2765.71664118279,"No Offer",0,0,0
1,154477,58530.2983353211,"No Offer",1,1,1
1,109198,24125.9332481641,"No Offer",1,0,0
0,166246,67685.2688247316,"No Offer",0,0,0
0,185686,65909.3235354215,"Offer",0,0,0
1,136512,1629.35108092808,"No Offer",1,0,0
1,0,3342.93185713379,"No Offer",1,0,0
1,176771,58134.5186130374,"Offer",1,1,1
1,0,3642.71464114979,"Offer",1,0,0
1,201925,60860.1083973624,"No Offer",1,0,1
0,125115,52697.5216561918,"No Offer",0,0,0
1,130598,59951.0594624479,"No Offer",1,1,0
1,101139,28833.3942525345,"Offer",1,0,0
0,93090,34808.0210234782,"Offer",0,0,0
1,0,3293.21497677317,"No Offer",1,0,0
1,187335,53975.3822261922,"Offer",1,1,0
1,133488,76056.7276954862,"Offer",1,1,1
1,170262,3682.63128715854,"No Offer",1,0,0
1,144374,4076.84979720131,"No Offer",1,0,0
0,154814,1976.9311673439,"No Offer",0,0,0
1,0,3562.99805603577,"No Offer",1,0,0
1,212212,89322.3079000438,"Offer",1,1,1
1,123400,50324.4625196238,"No Offer",1,1,0
1,98299,43946.778962677,"Offer",1,0,0
1,246155,2461.15388947329,"No Offer",1,0,0
1,113318,63298.9424437914,"Offer",1,1,1
1,56529,28681.6729722449,"No Offer",1,0,0
1,132161,48883.4588308104,"No Offer",1,0,1
1,141715,65589.281872657,"No Offer",1,1,0
1,175442,86604.602196596,"Offer",1,1,0
1,182324,54772.4409373553,"No Offer",1,1,1
1,0,3562.03867335542,"No Offer",1,0,0
1,76530,34587.0071002075,"No Offer",1,0,0
1,180559,50445.0003772839,"Offer",1,1,1
1,164235,78274.0959324708,"Offer",1,1,1
0,179450,3327.4395125921,"No Offer",0,0,0
1,186222,71765.8650105557,"No Offer",1,1,0
1,140082,1533.54610601863,"No Offer",1,0,0
1,203503,80395.0059220733,"No Offer",1,1,1
1,148825,47328.0270152084,"Offer",1,0,0
1,191405,74637.0327159731,"No Offer",1,0,0
1,131788,3404.50745269777,"Offer",1,0,0
1,182932,2811.23554255531,"Offer",1,0,0
1,150199,55193.7733392489,"Offer",1,1,1
1,178530,93363.4949287487,"Offer",1,1,1
1,172466,70835.5477192384,"No Offer",1,1,1
0,170030,83236.4342932105,"Offer",0,0,0
1,122335,2614.65750174632,"Offer",1,0,0
1,270842,105609.129230019,"No Offer",1,1,1
1,0,3390.21500749786,"No Offer",1,0,0
1,202858,95839.9736474221,"Offer",1,1,0
1,174826,3229.84435675706,"No Offer",1,0,0
0,113977,46666.9977209857,"No Offer",0,0,0
1,182726,2843.17825546672,"No Offer",1,0,0
1,51589,3020.28671522012,"No Offer",1,0,0
0,88910,34317.3535163222,"No Offer",0,0,0
1,72890,41077.9696855256,"Offer",1,0,0
1,103033,48108.273442357,"Offer",1,0,0
1,156424,2924.65029486847,"Offer",1,0,0
0,0,3431.14855156826,"Offer",0,0,0
1,128399,52296.8930961218,"Offer",1,1,1
1,113948,58848.2553930359,"No Offer",1,0,0
1,142623,66480.8178766462,"Offer",1,1,1
1,160928,63569.4304101645,"No Offer",1,1,0
0,0,731.271834214073,"Offer",0,0,0
0,184309,60979.8512653899,"No Offer",0,1,0
1,0,2672.80473126573,"No Offer",1,0,0
1,188162,87878.3788872535,"No Offer",1,0,1
1,170703,57798.0893238578,"No Offer",1,1,0
0,151414,70888.1135418,"No Offer",0,1,0
0,186809,3152.96598392164,"Offer",0,0,0
1,195325,80259.1347402127,"No Offer",1,1,0
1,161162,104348.386887429,"Offer",1,1,1
1,184187,42102.8104398459,"No Offer",1,0,0
1,77456,38995.9939081807,"Offer",1,0,0
1,188682,92836.9011148698,"No Offer",1,1,1
1,222668,2096.53296279489,"No Offer",1,0,0
1,139976,90815.3753445758,"No Offer",1,0,1
1,0,2610.47026864068,"No Offer",1,0,0
